url,date_snapshot
https://web.archive.org/web/20180101031534/https://finance.yahoo.com/,20180101031534
https://web.archive.org/web/20180101031550/http://finance.yahoo.com/,20180101031550
https://web.archive.org/web/20180101033307/https://finance.yahoo.com/,20180101033307
https://web.archive.org/web/20180101034523/http://finance.yahoo.com/,20180101034523
https://web.archive.org/web/20180101034525/https://finance.yahoo.com/,20180101034525
https://web.archive.org/web/20180101145140/http://finance.yahoo.com/,20180101145140
https://web.archive.org/web/20180101145143/https://finance.yahoo.com/,20180101145143
https://web.archive.org/web/20180101145514/http://finance.yahoo.com/,20180101145514
https://web.archive.org/web/20180101145516/https://finance.yahoo.com/,20180101145516
https://web.archive.org/web/20180101174640/http://finance.yahoo.com/,20180101174640
https://web.archive.org/web/20180101174640/https://finance.yahoo.com/,20180101174640
https://web.archive.org/web/20180101200603/http://finance.yahoo.com/,20180101200603
https://web.archive.org/web/20180101200607/https://finance.yahoo.com/,20180101200607
https://web.archive.org/web/20180101212751/http://finance.yahoo.com/,20180101212751
https://web.archive.org/web/20180101215934/https://finance.yahoo.com/,20180101215934
https://web.archive.org/web/20180102024504/http://finance.yahoo.com/,20180102024504
https://web.archive.org/web/20180102024506/https://finance.yahoo.com/,20180102024506
https://web.archive.org/web/20180102035820/https://finance.yahoo.com/,20180102035820
https://web.archive.org/web/20180102035837/http://finance.yahoo.com/,20180102035837
https://web.archive.org/web/20180102042836/https://finance.yahoo.com/,20180102042836
https://web.archive.org/web/20180102042839/http://finance.yahoo.com/,20180102042839
https://web.archive.org/web/20180102042840/https://finance.yahoo.com/,20180102042840
https://web.archive.org/web/20180102080229/http://finance.yahoo.com/,20180102080229
https://web.archive.org/web/20180102080229/https://finance.yahoo.com/,20180102080229
https://web.archive.org/web/20180102080732/http://finance.yahoo.com/,20180102080732
https://web.archive.org/web/20180102092420/https://finance.yahoo.com/,20180102092420
https://web.archive.org/web/20180102100428/http://finance.yahoo.com/,20180102100428
https://web.archive.org/web/20180102100430/https://finance.yahoo.com/,20180102100430
https://web.archive.org/web/20180102101815/http://finance.yahoo.com:80/,20180102101815
https://web.archive.org/web/20180102103237/https://finance.yahoo.com/,20180102103237
https://web.archive.org/web/20180102153810/http://finance.yahoo.com/,20180102153810
https://web.archive.org/web/20180102153813/https://finance.yahoo.com/,20180102153813
https://web.archive.org/web/20180102164104/http://finance.yahoo.com/,20180102164104
https://web.archive.org/web/20180102164106/https://finance.yahoo.com/,20180102164106
https://web.archive.org/web/20180102182504/http://finance.yahoo.com/,20180102182504
https://web.archive.org/web/20180102182505/https://finance.yahoo.com/,20180102182505
https://web.archive.org/web/20180102192834/http://finance.yahoo.com/,20180102192834
https://web.archive.org/web/20180102192838/https://finance.yahoo.com/,20180102192838
https://web.archive.org/web/20180102200919/http://finance.yahoo.com/,20180102200919
https://web.archive.org/web/20180102200920/https://finance.yahoo.com/,20180102200920
https://web.archive.org/web/20180102203235/http://finance.yahoo.com/,20180102203235
https://web.archive.org/web/20180102203238/https://finance.yahoo.com/,20180102203238
https://web.archive.org/web/20180102235706/http://finance.yahoo.com/,20180102235706
https://web.archive.org/web/20180102235711/https://finance.yahoo.com/,20180102235711
https://web.archive.org/web/20180103015911/http://finance.yahoo.com/,20180103015911
https://web.archive.org/web/20180103015913/https://finance.yahoo.com/,20180103015913
https://web.archive.org/web/20180103020449/http://finance.yahoo.com/,20180103020449
https://web.archive.org/web/20180103020500/https://finance.yahoo.com/,20180103020500
https://web.archive.org/web/20180103041613/https://finance.yahoo.com/,20180103041613
https://web.archive.org/web/20180103041627/http://finance.yahoo.com/,20180103041627
https://web.archive.org/web/20180103050016/https://finance.yahoo.com/,20180103050016
https://web.archive.org/web/20180103051534/http://finance.yahoo.com/,20180103051534
https://web.archive.org/web/20180103051535/https://finance.yahoo.com/,20180103051535
https://web.archive.org/web/20180103064056/http://finance.yahoo.com/,20180103064056
https://web.archive.org/web/20180103064106/https://finance.yahoo.com/,20180103064106
https://web.archive.org/web/20180103073041/http://www.finance.yahoo.com/,20180103073041
https://web.archive.org/web/20180103073042/http://finance.yahoo.com/,20180103073042
https://web.archive.org/web/20180103073046/https://finance.yahoo.com/,20180103073046
https://web.archive.org/web/20180103150727/https://finance.yahoo.com/,20180103150727
https://web.archive.org/web/20180103161142/http://finance.yahoo.com/,20180103161142
https://web.archive.org/web/20180103161144/https://finance.yahoo.com/,20180103161144
https://web.archive.org/web/20180103164235/http://finance.yahoo.com/,20180103164235
https://web.archive.org/web/20180103164236/https://finance.yahoo.com/,20180103164236
https://web.archive.org/web/20180103170900/http://finance.yahoo.com/,20180103170900
https://web.archive.org/web/20180103170902/https://finance.yahoo.com/,20180103170902
https://web.archive.org/web/20180103182453/https://finance.yahoo.com/,20180103182453
https://web.archive.org/web/20180103183539/http://finance.yahoo.com/,20180103183539
https://web.archive.org/web/20180103190353/https://finance.yahoo.com/,20180103190353
https://web.archive.org/web/20180103193604/http://finance.yahoo.com/,20180103193604
https://web.archive.org/web/20180104000837/https://finance.yahoo.com/,20180104000837
https://web.archive.org/web/20180104004643/http://finance.yahoo.com/,20180104004643
https://web.archive.org/web/20180104004646/https://finance.yahoo.com/,20180104004646
https://web.archive.org/web/20180104011122/http://finance.yahoo.com/,20180104011122
https://web.archive.org/web/20180104011123/https://finance.yahoo.com/,20180104011123
https://web.archive.org/web/20180104011509/https://finance.yahoo.com/,20180104011509
https://web.archive.org/web/20180104011517/http://finance.yahoo.com/,20180104011517
https://web.archive.org/web/20180104013828/https://finance.yahoo.com/,20180104013828
https://web.archive.org/web/20180104014038/http://finance.yahoo.com/,20180104014038
https://web.archive.org/web/20180104014039/https://finance.yahoo.com/,20180104014039
https://web.archive.org/web/20180104021119/http://finance.yahoo.com/,20180104021119
https://web.archive.org/web/20180104021156/https://finance.yahoo.com/,20180104021156
https://web.archive.org/web/20180104041433/http://finance.yahoo.com/,20180104041433
https://web.archive.org/web/20180104041439/https://finance.yahoo.com/,20180104041439
https://web.archive.org/web/20180104043310/http://finance.yahoo.com/,20180104043310
https://web.archive.org/web/20180104050712/https://finance.yahoo.com/,20180104050712
https://web.archive.org/web/20180104050742/http://finance.yahoo.com/,20180104050742
https://web.archive.org/web/20180104054143/https://finance.yahoo.com/,20180104054143
https://web.archive.org/web/20180104054144/http://finance.yahoo.com/,20180104054144
https://web.archive.org/web/20180104054145/https://finance.yahoo.com/,20180104054145
https://web.archive.org/web/20180104054935/http://finance.yahoo.com/,20180104054935
https://web.archive.org/web/20180104061313/https://finance.yahoo.com/,20180104061313
https://web.archive.org/web/20180104062530/http://finance.yahoo.com/,20180104062530
https://web.archive.org/web/20180104104945/https://finance.yahoo.com/,20180104104945
https://web.archive.org/web/20180104140725/https://finance.yahoo.com/,20180104140725
https://web.archive.org/web/20180104140727/http://finance.yahoo.com/,20180104140727
https://web.archive.org/web/20180104140729/https://finance.yahoo.com/,20180104140729
https://web.archive.org/web/20180104142144/http://finance.yahoo.com/,20180104142144
https://web.archive.org/web/20180104142146/https://finance.yahoo.com/,20180104142146
https://web.archive.org/web/20180104145652/http://finance.yahoo.com/,20180104145652
https://web.archive.org/web/20180104145733/https://finance.yahoo.com/,20180104145733
https://web.archive.org/web/20180104150505/http://finance.yahoo.com/,20180104150505
https://web.archive.org/web/20180104150507/https://finance.yahoo.com/,20180104150507
https://web.archive.org/web/20180104151357/http://finance.yahoo.com/,20180104151357
https://web.archive.org/web/20180104151359/https://finance.yahoo.com/,20180104151359
https://web.archive.org/web/20180104162354/http://finance.yahoo.com/,20180104162354
https://web.archive.org/web/20180104162356/https://finance.yahoo.com/,20180104162356
https://web.archive.org/web/20180104163227/http://finance.yahoo.com/,20180104163227
https://web.archive.org/web/20180104163229/https://finance.yahoo.com/,20180104163229
https://web.archive.org/web/20180104163252/http://finance.yahoo.com/,20180104163252
https://web.archive.org/web/20180104163254/https://finance.yahoo.com/,20180104163254
https://web.archive.org/web/20180104163409/http://finance.yahoo.com/,20180104163409
https://web.archive.org/web/20180104164530/https://finance.yahoo.com/,20180104164530
https://web.archive.org/web/20180104175747/http://finance.yahoo.com/,20180104175747
https://web.archive.org/web/20180104175748/https://finance.yahoo.com/,20180104175748
https://web.archive.org/web/20180104212428/http://finance.yahoo.com/,20180104212428
https://web.archive.org/web/20180104212433/https://finance.yahoo.com/,20180104212433
https://web.archive.org/web/20180104214339/http://finance.yahoo.com/,20180104214339
https://web.archive.org/web/20180104214343/https://finance.yahoo.com/,20180104214343
https://web.archive.org/web/20180104221646/http://finance.yahoo.com/,20180104221646
https://web.archive.org/web/20180104221653/https://finance.yahoo.com/,20180104221653
https://web.archive.org/web/20180104221657/http://finance.yahoo.com/,20180104221657
https://web.archive.org/web/20180104231140/https://finance.yahoo.com/,20180104231140
https://web.archive.org/web/20180105015545/http://finance.yahoo.com/,20180105015545
https://web.archive.org/web/20180105015551/https://finance.yahoo.com/,20180105015551
https://web.archive.org/web/20180105053210/https://finance.yahoo.com/,20180105053210
https://web.archive.org/web/20180105053228/http://finance.yahoo.com/,20180105053228
https://web.archive.org/web/20180105070111/https://finance.yahoo.com/,20180105070111
https://web.archive.org/web/20180105090559/http://finance.yahoo.com/,20180105090559
https://web.archive.org/web/20180105101013/http://www.finance.yahoo.com/,20180105101013
https://web.archive.org/web/20180105122232/http://finance.yahoo.com/,20180105122232
https://web.archive.org/web/20180105122235/https://finance.yahoo.com/,20180105122235
https://web.archive.org/web/20180105145104/http://finance.yahoo.com/,20180105145104
https://web.archive.org/web/20180105145130/https://finance.yahoo.com/,20180105145130
https://web.archive.org/web/20180105155800/http://finance.yahoo.com/,20180105155800
https://web.archive.org/web/20180105155802/https://finance.yahoo.com/,20180105155802
https://web.archive.org/web/20180105163805/http://finance.yahoo.com/,20180105163805
https://web.archive.org/web/20180105163807/https://finance.yahoo.com/,20180105163807
https://web.archive.org/web/20180105171327/http://finance.yahoo.com/,20180105171327
https://web.archive.org/web/20180105171329/https://finance.yahoo.com/,20180105171329
https://web.archive.org/web/20180105172639/http://finance.yahoo.com/,20180105172639
https://web.archive.org/web/20180105172642/https://finance.yahoo.com/,20180105172642
https://web.archive.org/web/20180105175639/http://finance.yahoo.com/,20180105175639
https://web.archive.org/web/20180105175642/https://finance.yahoo.com/,20180105175642
https://web.archive.org/web/20180105183354/http://finance.yahoo.com/,20180105183354
https://web.archive.org/web/20180105205357/https://finance.yahoo.com/,20180105205357
https://web.archive.org/web/20180105205357/https://finance.yahoo.com/,20180105205357
https://web.archive.org/web/20180105205358/https://finance.yahoo.com/,20180105205358
https://web.archive.org/web/20180105211925/https://finance.yahoo.com/,20180105211925
https://web.archive.org/web/20180105214310/https://finance.yahoo.com/,20180105214310
https://web.archive.org/web/20180105221525/http://finance.yahoo.com/,20180105221525
https://web.archive.org/web/20180105221527/https://finance.yahoo.com/,20180105221527
https://web.archive.org/web/20180105233900/http://finance.yahoo.com/,20180105233900
https://web.archive.org/web/20180106002034/https://finance.yahoo.com/,20180106002034
https://web.archive.org/web/20180106021925/http://finance.yahoo.com,20180106021925
https://web.archive.org/web/20180106055140/https://finance.yahoo.com/,20180106055140
https://web.archive.org/web/20180106055159/http://finance.yahoo.com/,20180106055159
https://web.archive.org/web/20180106070818/https://finance.yahoo.com/,20180106070818
https://web.archive.org/web/20180106073848/http://finance.yahoo.com/,20180106073848
https://web.archive.org/web/20180106073849/https://finance.yahoo.com/,20180106073849
https://web.archive.org/web/20180106090824/http://finance.yahoo.com/,20180106090824
https://web.archive.org/web/20180106090826/https://finance.yahoo.com/,20180106090826
https://web.archive.org/web/20180106101542/https://finance.yahoo.com/,20180106101542
https://web.archive.org/web/20180106140002/http://finance.yahoo.com/,20180106140002
https://web.archive.org/web/20180106140003/https://finance.yahoo.com/,20180106140003
https://web.archive.org/web/20180106174724/http://finance.yahoo.com/,20180106174724
https://web.archive.org/web/20180106174726/https://finance.yahoo.com/,20180106174726
https://web.archive.org/web/20180106195703/http://finance.yahoo.com/,20180106195703
https://web.archive.org/web/20180106195704/https://finance.yahoo.com/,20180106195704
https://web.archive.org/web/20180107001259/http://finance.yahoo.com/,20180107001259
https://web.archive.org/web/20180107001300/https://finance.yahoo.com/,20180107001300
https://web.archive.org/web/20180107004434/https://finance.yahoo.com/,20180107004434
https://web.archive.org/web/20180107062754/http://finance.yahoo.com/,20180107062754
https://web.archive.org/web/20180107062758/https://finance.yahoo.com/,20180107062758
https://web.archive.org/web/20180107063214/http://finance.yahoo.com/,20180107063214
https://web.archive.org/web/20180107063302/https://finance.yahoo.com/,20180107063302
https://web.archive.org/web/20180107063458/https://finance.yahoo.com/,20180107063458
https://web.archive.org/web/20180107063516/http://finance.yahoo.com/,20180107063516
https://web.archive.org/web/20180107085552/https://finance.yahoo.com/,20180107085552
https://web.archive.org/web/20180107092054/http://finance.yahoo.com/,20180107092054
https://web.archive.org/web/20180107171541/https://finance.yahoo.com/,20180107171541
https://web.archive.org/web/20180107181857/http://finance.yahoo.com/,20180107181857
https://web.archive.org/web/20180107181859/https://finance.yahoo.com/,20180107181859
https://web.archive.org/web/20180107194026/http://finance.yahoo.com/,20180107194026
https://web.archive.org/web/20180107194028/https://finance.yahoo.com/,20180107194028
https://web.archive.org/web/20180107201936/http://finance.yahoo.com/,20180107201936
https://web.archive.org/web/20180107231804/https://finance.yahoo.com/,20180107231804
https://web.archive.org/web/20180107233125/http://finance.yahoo.com/,20180107233125
https://web.archive.org/web/20180107233126/https://finance.yahoo.com/,20180107233126
https://web.archive.org/web/20180107233130/http://finance.yahoo.com/,20180107233130
https://web.archive.org/web/20180107233131/https://finance.yahoo.com/,20180107233131
https://web.archive.org/web/20180107234137/http://finance.yahoo.com/,20180107234137
https://web.archive.org/web/20180108023312/https://finance.yahoo.com/,20180108023312
https://web.archive.org/web/20180108062843/http://finance.yahoo.com:80/,20180108062843
https://web.archive.org/web/20180108064927/https://finance.yahoo.com/,20180108064927
https://web.archive.org/web/20180108064950/http://finance.yahoo.com/,20180108064950
https://web.archive.org/web/20180108073124/https://finance.yahoo.com/,20180108073124
