date,FACEBOOK_sentiment,GOOGLE_sentiment,NETFLIX_sentiment,MICROSOFT_sentiment,AMAZON_sentiment,APPLE_sentiment
2020-07-12,-0.05838,-0.1909,0.08832857142857144,,0.058814285714285694,0.10327333333333333
2020-07-13,0.07024999999999999,0.03459285714285715,-0.012866666666666667,0.0,0.11475,0.08712727272727272
2020-07-14,0.09217000000000002,0.15125384615384616,0.09643,0.08895,0.3433631578947369,0.024892857142857137
2020-07-15,0.0,0.053132,0.041042857142857145,0.018739999999999996,0.24545333333333336,0.18306410256410258
2020-07-16,-0.10823333333333333,0.20503333333333332,0.04313076923076923,0.1203375,0.09877142857142858,0.061631818181818177
2020-07-17,0.17102,-0.39127500000000004,-0.026776190476190478,0.1463875,0.2605857142857143,0.0009888888888888924
2020-07-18,-0.28446666666666665,-0.3389,0.042366666666666664,0.08814999999999999,0.1015,0.0
2020-07-19,-0.18406153846153844,-0.20115,0.09153599999999999,0.17363846153846152,0.2098615384615385,-0.005114285714285706
2020-07-20,-0.16885714285714284,0.20145000000000002,0.12142,0.07591111111111112,0.1779,-0.3182
2020-07-21,-0.2732,-0.1367,0.04390000000000001,-0.0628,0.27268421052631586,-0.09867
2020-07-22,0.0,0.2023,0.14049999999999999,0.06282000000000001,0.07733076923076923,0.07289999999999999
2020-07-23,-0.10413333333333334,-0.3071,0.0,0.018615000000000013,0.3859250000000001,0.009404545454545468
2020-07-24,0.010872727272727282,0.015284615384615388,0.06743333333333333,-0.0567,0.20287142857142862,-0.03323793103448275
2020-07-25,-0.01089166666666667,-0.0026111111111111114,0.2716,-0.20182222222222224,0.16761250000000003,-0.04769545454545455
2020-07-26,0.0038999999999999994,0.08895,0.0,0.0,0.1188,0.12064999999999998
2020-07-27,0.064,-0.1848166666666667,0.0,,0.17352499999999998,0.15424615384615387
2020-07-28,0.0065678571428571435,0.05726842105263157,0.148,0.05012222222222222,0.1876444444444445,0.040678571428571404
2020-07-29,-0.03291875000000001,0.22729999999999995,0.17020000000000002,,0.2929375,0.07553499999999999
2020-07-30,0.06984761904761903,0.01599285714285714,0.0,,0.14372500000000005,0.08537083333333334
2020-07-31,0.028606976744186035,-0.04967391304347826,0.0,0.30605,0.2755142857142856,0.05572205882352943
2020-08-01,-0.24329999999999996,-0.13642,0.0,0.16933333333333334,0.10172857142857142,0.20867058823529414
2020-08-02,-0.08199444444444444,0.07982142857142857,0.2787,0.21874444444444446,0.24894117647058825,0.1615820512820513
2020-08-03,-0.10577142857142859,0.4094000000000001,0.0593,-0.016539285714285715,0.2735000000000001,0.004529545454545452
2020-08-04,0.24546153846153845,0.146225,0.0,0.06555365853658539,0.2599176470588236,0.14391428571428572
2020-08-05,0.009199999999999996,-0.029155999999999994,0.1779,0.0754,0.44360909090909095,0.03647894736842105
2020-08-06,-0.06495333333333334,-0.39702222222222217,,0.041025000000000006,0.30450476190476194,0.2505181818181818
2020-08-07,0.11110500000000001,-0.8107,,-0.09282499999999999,0.41847142857142866,-0.03979999999999999
2020-08-08,0.033466666666666665,,0.0,-0.09168571428571427,0.23802307692307692,-0.017706666666666666
2020-08-09,0.14172,-0.2787,0.0,-0.045466666666666655,0.11,-0.032266666666666666
2020-08-10,0.044475,-0.09485,,0.165175,0.18733333333333338,0.04632105263157894
2020-08-11,0.08809,-0.09106666666666667,0.19956000000000002,-0.053959999999999994,0.22666315789473687,0.027172000000000005
2020-08-12,-0.25291250000000004,0.3421,0.4404,-0.05741428571428571,0.14138181818181822,-0.114
2020-08-13,-0.16678,-0.20476666666666668,0.1486,-0.04228571428571428,0.19005555555555553,-0.0589
2020-08-14,0.011274999999999993,-0.2867,0.10008333333333334,0.0772,0.0477909090909091,-0.11623571428571429
2020-08-15,-0.13796470588235296,-0.20492142857142862,-0.07796666666666667,-0.0765,0.08028095238095238,-0.03816458333333333
2020-08-16,0.24695,,0.4019,,,0.0
2020-08-17,0.026475,-0.026999999999999993,0.019850000000000007,-0.2952,0.19227499999999995,0.09067272727272727
2020-08-18,-0.0739,-0.0933,0.07604,0.035640000000000005,0.13298620689655177,-0.09144285714285713
2020-08-19,-0.16638571428571433,0.0027533333333333372,0.08594999999999997,-0.05321666666666666,0.28315000000000007,-0.10598947368421054
2020-08-20,0.05787777777777777,0.00726,-0.1684,-0.03428,0.23195000000000002,0.09514666666666666
2020-08-21,-0.23089999999999997,,-0.42105,0.0,0.14193125,0.17900000000000002
2020-08-22,0.11256666666666666,,0.0129,0.0,0.23778333333333332,0.2112733333333333
2020-08-23,-0.0255857142857143,-0.08895,,0.28765999999999997,0.16504999999999997,0.08668947368421054
2020-08-24,-0.18045,0.0593,0.0,-0.3198,0.11826153846153845,0.0479139534883721
2020-08-25,-0.19093846153846153,-0.0516,0.10115,0.1901,0.15531428571428568,0.06041250000000002
2020-08-26,0.08527333333333334,0.0,,-0.039683333333333334,0.26660000000000006,0.13855
2020-08-27,-0.09879999999999999,-0.06522499999999999,0.20145714285714286,0.10212000000000002,0.29425000000000007,-0.1003
2020-08-28,-0.11572,0.01535000000000003,0.0,0.007899999999999997,0.14883684210526313,-0.12998749999999998
2020-08-29,-0.2896599999999999,0.0,0.07543333333333334,0.04251666666666667,0.2918277777777778,-0.03923846153846155
2020-08-30,0.0,-0.34,,-0.042666666666666665,0.16214,-0.006483333333333323
2020-08-31,-0.18852857142857143,-0.12987500000000002,0.11885,-0.10114999999999998,0.1413375,0.08658
2020-09-01,-0.28602727272727274,-0.38876666666666665,0.07153333333333335,,0.30864499999999995,0.11071176470588233
2020-09-02,-0.16923636363636363,-0.05198888888888889,0.36195,0.0,0.2175742857142857,0.12512916666666665
2020-09-03,0.06819375000000001,0.3062,-0.027399999999999994,-0.1953,0.1951375,0.030612500000000004
2020-09-04,-0.15541999999999997,0.19647333333333333,0.07636,0.03515,0.18794500000000003,-0.04984705882352942
2020-09-05,-0.02819999999999999,-0.15963,-0.041999999999999996,0.16224000000000002,0.1174333333333334,0.13821739130434785
2020-09-06,,,,,,
2020-09-07,,,,,,
2020-09-08,-0.31500000000000006,-0.05449,-0.31212,0.146425,0.17014375000000007,-0.022317241379310352
2020-09-09,-0.42702999999999997,-0.14643333333333333,-0.15866666666666668,-0.05497,0.3612,-0.16423125
2020-09-10,-0.17732666666666666,-0.33645,0.092325,0.03062,0.18328333333333338,-0.0010357142857142826
2020-09-11,-0.026539999999999998,-0.1365777777777778,0.1056625,0.19304285714285713,0.12531764705882353,0.07054
2020-09-12,0.128,,0.5673333333333334,,0.022911111111111104,0.0019500000000000003
2020-09-13,-0.08500714285714285,0.14371428571428568,0.15947647058823528,0.029069230769230757,0.005421428571428585,0.04190000000000001
2020-09-14,0.0567333333333333,0.17020000000000002,0.3164,-0.028399999999999995,0.14039230769230765,-0.2117545454545455
2020-09-15,0.010816666666666674,0.003537499999999999,0.17654999999999998,-0.03008125,0.16324500000000006,0.12015142857142855
2020-09-16,-0.14384736842105264,0.10165,0.4404,0.1466,0.1665358974358975,0.09205517241379312
2020-09-17,-0.05614166666666668,0.0,0.0,0.27153333333333335,0.29532173913043486,0.025922727272727278
2020-09-18,-0.06851249999999999,0.08645555555555556,,-0.2787,0.13785,0.15622222222222218
2020-09-19,-0.10979230769230769,-0.17512,0.11326,0.048749999999999995,0.14139,0.06599999999999998
2020-09-20,-0.4565,0.06743333333333333,0.0,0.31845,0.20101249999999996,0.17273999999999998
2020-09-21,0.1591,-0.14176666666666665,0.305825,0.046476923076923075,0.0505,-0.13204
2020-09-22,-0.2382142857142857,0.12040000000000001,0.8176,0.015561538461538462,0.23094705882352948,0.10446842105263159
