date,FACEBOOK_frequency,GOOGLE_frequency,NETFLIX_frequency,MICROSOFT_frequency,AMAZON_frequency,APPLE_frequency
2020-07-12,0.009523809523809525,0.0019047619047619048,0.006666666666666667,0.0,0.02,0.014285714285714285
2020-07-13,0.008836524300441826,0.020618556701030927,0.008836524300441826,0.0014727540500736377,0.0029455081001472753,0.016200294550810016
2020-07-14,0.0065832784726793945,0.017116524028966424,0.0065832784726793945,0.0013166556945358788,0.012508229098090849,0.018433179723502304
2020-07-15,0.0008244023083264633,0.020610057708161583,0.005770816158285243,0.004122011541632316,0.01236603462489695,0.03215169002473207
2020-07-16,0.005054759898904802,0.002527379949452401,0.010951979780960405,0.006739679865206402,0.005897219882055603,0.018534119629317607
2020-07-17,0.005592841163310962,0.0044742729306487695,0.04697986577181208,0.008948545861297539,0.007829977628635347,0.010067114093959731
2020-07-18,0.0064516129032258064,0.004301075268817204,0.0064516129032258064,0.008602150537634409,0.008602150537634409,0.010752688172043012
2020-07-19,0.011111111111111112,0.003418803418803419,0.021367521367521368,0.011111111111111112,0.011111111111111112,0.005982905982905983
2020-07-20,0.009887005649717515,0.002824858757062147,0.007062146892655367,0.012711864406779662,0.002824858757062147,0.0014124293785310734
2020-07-21,0.0008130081300813008,0.0024390243902439024,0.0032520325203252032,0.008130081300813009,0.015447154471544716,0.008130081300813009
2020-07-22,0.002109704641350211,0.0031645569620253164,0.0031645569620253164,0.010548523206751054,0.013713080168776372,0.008438818565400843
2020-07-23,0.0051635111876075735,0.0017211703958691911,0.0017211703958691911,0.03442340791738382,0.010327022375215147,0.0189328743545611
2020-07-24,0.0071661237785016286,0.008469055374592834,0.001954397394136808,0.01498371335504886,0.013680781758957655,0.018892508143322474
2020-07-25,0.012474012474012475,0.009355509355509356,0.0031185031185031187,0.009355509355509356,0.016632016632016633,0.02286902286902287
2020-07-26,0.011456628477905073,0.006546644844517185,0.0016366612111292963,0.0016366612111292963,0.009819967266775777,0.01309328968903437
2020-07-27,0.002849002849002849,0.008547008547008548,0.0014245014245014246,0.0,0.011396011396011397,0.018518518518518517
2020-07-28,0.025664527956003668,0.017415215398716773,0.0018331805682859762,0.008249312557286892,0.02474793767186068,0.012832263978001834
2020-07-29,0.017297297297297298,0.012972972972972972,0.003243243243243243,0.0,0.017297297297297298,0.021621621621621623
2020-07-30,0.021560574948665298,0.014373716632443531,0.001026694045174538,0.0,0.024640657084188913,0.024640657084188913
2020-07-31,0.028122956180510136,0.015042511445389144,0.0013080444735120995,0.002616088947024199,0.03662524525833878,0.04447351209941138
2020-08-01,0.016728624535315983,0.00929368029739777,0.0018587360594795538,0.016728624535315983,0.026022304832713755,0.031598513011152414
2020-08-02,0.019715224534501644,0.01533406352683461,0.002190580503833516,0.019715224534501644,0.018619934282584884,0.04271631982475356
2020-08-03,0.011676396997497914,0.014178482068390326,0.0025020850708924102,0.02335279399499583,0.013344453711426188,0.03669724770642202
2020-08-04,0.011274934952298352,0.020815264527320035,0.0017346053772766695,0.03555941023417172,0.014744145706851692,0.01821335646140503
2020-08-05,0.01002004008016032,0.025050100200400802,0.001002004008016032,0.01002004008016032,0.011022044088176353,0.01903807615230461
2020-08-06,0.015197568389057751,0.00911854103343465,0.0,0.008105369807497468,0.02127659574468085,0.011144883485309016
2020-08-07,0.021621621621621623,0.001081081081081081,0.0,0.004324324324324324,0.0075675675675675675,0.010810810810810811
2020-08-08,0.010067114093959731,0.0,0.0022371364653243847,0.007829977628635347,0.0145413870246085,0.016778523489932886
2020-08-09,0.00992063492063492,0.003968253968253968,0.003968253968253968,0.011904761904761904,0.005952380952380952,0.005952380952380952
2020-08-10,0.004012036108324975,0.004012036108324975,0.0,0.012036108324974924,0.024072216649949848,0.01905717151454363
2020-08-11,0.008257638315441783,0.002477291494632535,0.004128819157720892,0.008257638315441783,0.01568951279933939,0.02064409578860446
2020-08-12,0.008998875140607425,0.003374578177727784,0.0011248593925759281,0.007874015748031496,0.024746906636670417,0.014623172103487065
2020-08-13,0.0037341299477221808,0.0022404779686333084,0.0037341299477221808,0.005227781926811053,0.01344286781179985,0.019417475728155338
2020-08-14,0.004415011037527594,0.00772626931567329,0.006622516556291391,0.0011037527593818985,0.024282560706401765,0.03090507726269316
2020-08-15,0.013428120063191154,0.011058451816745656,0.004739336492890996,0.004739336492890996,0.016587677725118485,0.037914691943127965
2020-08-16,0.00823045267489712,0.0,0.00411522633744856,0.0,0.0,0.00411522633744856
2020-08-17,0.005706134094151213,0.012838801711840228,0.0028530670470756064,0.0042796005706134095,0.011412268188302425,0.015691868758915834
2020-08-18,0.0031023784901758012,0.011375387797311272,0.005170630816959669,0.005170630816959669,0.02998965873836608,0.02171664943123061
2020-08-19,0.008690254500310366,0.00931098696461825,0.0012414649286157666,0.0037243947858473,0.0148975791433892,0.011793916821849782
2020-08-20,0.01079136690647482,0.005995203836930456,0.005995203836930456,0.005995203836930456,0.014388489208633094,0.03597122302158273
2020-08-21,0.012437810945273632,0.0,0.0024875621890547263,0.0012437810945273632,0.01990049751243781,0.03233830845771144
2020-08-22,0.006012024048096192,0.0,0.004008016032064128,0.002004008016032064,0.012024048096192385,0.03006012024048096
2020-08-23,0.008663366336633664,0.0024752475247524753,0.0,0.006188118811881188,0.012376237623762377,0.023514851485148515
2020-08-24,0.009302325581395349,0.0027906976744186047,0.0009302325581395349,0.0037209302325581397,0.012093023255813953,0.04
2020-08-25,0.013347022587268994,0.007186858316221766,0.002053388090349076,0.002053388090349076,0.007186858316221766,0.04106776180698152
2020-08-26,0.014492753623188406,0.000966183574879227,0.0,0.005797101449275362,0.00966183574879227,0.01932367149758454
2020-08-27,0.01068566340160285,0.003561887800534283,0.006233303650934996,0.004452359750667854,0.016028495102404273,0.009795191451469279
2020-08-28,0.005470459518599562,0.002188183807439825,0.0010940919037199124,0.0175054704595186,0.020787746170678335,0.0175054704595186
2020-08-29,0.01770956316410862,0.0011806375442739079,0.0035419126328217238,0.0070838252656434475,0.021251475796930343,0.030696576151121605
2020-08-30,0.0017152658662092624,0.0017152658662092624,0.0,0.005145797598627788,0.017152658662092625,0.010291595197255575
2020-08-31,0.005477308294209703,0.003129890453834116,0.003129890453834116,0.003129890453834116,0.006259780907668232,0.027386541471048513
2020-09-01,0.012865497076023392,0.0035087719298245615,0.0035087719298245615,0.0,0.023391812865497075,0.03976608187134503
2020-09-02,0.010945273631840797,0.008955223880597015,0.001990049751243781,0.0009950248756218905,0.03482587064676617,0.023880597014925373
2020-09-03,0.01606425702811245,0.002008032128514056,0.008032128514056224,0.0030120481927710845,0.024096385542168676,0.024096385542168676
2020-09-04,0.013080444735120994,0.009810333551340745,0.0032701111837802484,0.002616088947024199,0.013080444735120994,0.033355134074558535
2020-09-05,0.005076142131979695,0.012690355329949238,0.005076142131979695,0.01903553299492386,0.02284263959390863,0.02918781725888325
2020-09-06,,,,,,
2020-09-07,,,,,,
2020-09-08,0.004098360655737705,0.00819672131147541,0.004098360655737705,0.006557377049180328,0.013114754098360656,0.023770491803278688
2020-09-09,0.00929368029739777,0.0055762081784386614,0.008364312267657992,0.00929368029739777,0.0009293680297397769,0.02973977695167286
2020-09-10,0.014563106796116505,0.003883495145631068,0.007766990291262136,0.0048543689320388345,0.02330097087378641,0.013592233009708738
2020-09-11,0.005555555555555556,0.01,0.008888888888888889,0.0077777777777777776,0.01888888888888889,0.016666666666666666
2020-09-12,0.002631578947368421,0.0,0.007894736842105263,0.0,0.02368421052631579,0.021052631578947368
2020-09-13,0.011589403973509934,0.005794701986754967,0.014072847682119206,0.01076158940397351,0.011589403973509934,0.016556291390728478
2020-09-14,0.004651162790697674,0.004651162790697674,0.006201550387596899,0.027906976744186046,0.020155038759689922,0.017054263565891473
2020-09-15,0.00913937547600914,0.006092916984006093,0.0030464584920030465,0.012185833968012186,0.015232292460015232,0.026656511805026657
2020-09-16,0.02023429179978701,0.006389776357827476,0.0010649627263045794,0.011714589989350373,0.04153354632587859,0.0308839190628328
2020-09-17,0.011811023622047244,0.002952755905511811,0.000984251968503937,0.002952755905511811,0.022637795275590553,0.021653543307086614
2020-09-18,0.009111617312072893,0.010250569476082005,0.0,0.002277904328018223,0.009111617312072893,0.02050113895216401
2020-09-19,0.008707300736771601,0.003348961821835231,0.003348961821835231,0.004018754186202277,0.013395847287340924,0.018754186202277295
2020-09-20,0.0060882800608828,0.0045662100456621,0.0015220700152207,0.0030441400304414,0.0121765601217656,0.015220700152207
2020-09-21,0.0022172949002217295,0.0066518847006651885,0.004434589800443459,0.014412416851441241,0.004434589800443459,0.011086474501108648
2020-09-22,0.007322175732217573,0.0031380753138075313,0.0010460251046025104,0.013598326359832637,0.01778242677824268,0.0198744769874477
